state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Disabled,F,Suburban,Single,Corporate Auto,4,Branch,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,4,Agent,SUV,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Large
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,2,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Web,Two-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,4,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,4,Web,Two-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,Large
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Medical Leave,F,Urban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,Branch,Two-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Branch,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Retired,M,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Medical Leave,M,Suburban,Single,Corporate Auto,2,Call Center,SUV,Medsize
California,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,Agent,Luxury,Small
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,Branch,SUV,Medsize
Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Medical Leave,M,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Small
California,No,Premium,Undergraduate,Employed,M,Rural,Married,Personal Auto,4,Agent,Two-Door Car,Medsize
Oregon,Yes,Basic,Undergraduate,Medical Leave,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Agent,Two-Door Car,Medsize
Nevada,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,1,Agent,Two-Door Car,Large
Oregon,No,Basic,Postgraduate,Employed,M,Urban,Single,Personal Auto,2,Web,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,Small
Nevada,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,4,Branch,Two-Door Car,Large
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,Branch,Two-Door Car,Small
California,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Postgraduate,Disabled,F,Suburban,Single,Personal Auto,2,Branch,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,Medsize
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Personal Auto,2,Web,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
California,Yes,Premium,Undergraduate,Disabled,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Large
Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Special Auto,3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Rural,Single,Special Auto,1,Branch,SUV,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,4,Branch,Four-Door Car,Small
Nevada,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,Agent,Four-Door Car,Small
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,Branch,SUV,Medsize
Oregon,No,Basic,Postgraduate,Unemployed,F,Suburban,Single,Corporate Auto,2,Agent,Two-Door Car,Small
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,2,Web,Two-Door Car,Small
Arizona,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
Arizona,Yes,Extended,Undergraduate,Retired,M,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Retired,M,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,Agent,SUV,Small
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,4,Branch,SUV,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,Call Center,Luxury,Small
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,4,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,Undergraduate,Employed,F,Urban,Single,Personal Auto,2,Agent,Two-Door Car,Medsize
Nevada,Yes,Basic,Postgraduate,Disabled,F,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,Small
Washington,No,Extended,Undergraduate,Medical Leave,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,Web,Two-Door Car,Medsize
Washington,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,Branch,SUV,Small
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,4,Branch,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Branch,Luxury,Medsize
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Small
California,No,Basic,Postgraduate,Unemployed,M,Suburban,Single,Special Auto,1,Branch,Four-Door Car,Large
Washington,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,Call Center,Four-Door Car,Small
Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,4,Branch,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,1,Call Center,Luxury,Medsize
Arizona,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,1,Branch,Luxury,Medsize
Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Agent,SUV,Large
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,4,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,Small
Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,2,Web,Luxury,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Special Auto,2,Web,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,2,Web,Two-Door Car,Medsize
Oregon,No,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Branch,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,Medsize
Arizona,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,Call Center,SUV,Medsize
Nevada,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,Branch,Two-Door Car,Medsize
Oregon,Yes,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,Call Center,SUV,Medsize
California,No,Extended,Postgraduate,Employed,F,Urban,Single,Personal Auto,1,Agent,Two-Door Car,Large
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,M,Rural,Married,Personal Auto,2,Agent,Two-Door Car,Medsize
Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,1,Agent,SUV,Small
Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Small
Nevada,No,Premium,Postgraduate,Employed,M,Suburban,Single,Personal Auto,2,Agent,Two-Door Car,Small
California,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,Agent,SUV,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Small
Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,1,Web,Luxury,Medsize
Nevada,Yes,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
Washington,No,Extended,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,Branch,SUV,Medsize
Oregon,Yes,Extended,Postgraduate,Employed,M,Suburban,Married,Personal Auto,2,Branch,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,Call Center,Two-Door Car,Medsize
Nevada,No,Extended,High School or Below,Employed,F,Suburban,Single,Corporate Auto,2,Call Center,Luxury,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,Agent,Two-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,Large
Nevada,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Urban,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,Call Center,SUV,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,F,Urban,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
Washington,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Large
Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Special Auto,1,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,Agent,SUV,Small
Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,Small
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Unemployed,M,Urban,Married,Personal Auto,2,Web,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Medical Leave,M,Suburban,Single,Personal Auto,2,Web,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,Web,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,Agent,SUV,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,Agent,Four-Door Car,Small
California,No,Basic,Undergraduate,Medical Leave,F,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
Washington,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Urban,Married,Special Auto,3,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Large
Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,Call Center,SUV,Small
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Luxury,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,4,Web,Four-Door Car,Small
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Premium,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,Branch,Four-Door Car,Medsize
California,No,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,4,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,2,Web,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Web,Four-Door Car,Medsize
California,No,Premium,Undergraduate,Employed,M,Rural,Single,Special Auto,3,Agent,Four-Door Car,Medsize
Washington,No,Basic,High School or Below,Medical Leave,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,Medsize
California,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,Medsize
Nevada,No,Premium,Postgraduate,Employed,M,Rural,Married,Personal Auto,4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Medsize
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
Nevada,No,Extended,Undergraduate,Disabled,M,Suburban,Single,Personal Auto,1,Call Center,Luxury,Small
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,Unemployed,M,Rural,Married,Personal Auto,2,Call Center,Two-Door Car,Large
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,1,Agent,Four-Door Car,Large
Washington,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Branch,Four-Door Car,Small
Oregon,No,Extended,Undergraduate,Employed,F,Rural,Single,Corporate Auto,2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Medical Leave,F,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Small
Nevada,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,Branch,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,Agent,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,Agent,SUV,Small
Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,1,Web,Two-Door Car,Small
Nevada,No,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Nevada,Yes,Basic,Undergraduate,Retired,M,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Call Center,SUV,Small
California,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,Web,Four-Door Car,Medsize
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,4,Branch,Luxury,Medsize
California,Yes,Premium,Postgraduate,Employed,M,Rural,Married,Personal Auto,1,Agent,Two-Door Car,Medsize
California,Yes,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,SUV,Large
Oregon,No,Basic,Undergraduate,Disabled,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Corporate Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,2,Agent,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Web,SUV,Medsize
Washington,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Corporate Auto,1,Branch,SUV,Medsize
Washington,No,Extended,Postgraduate,Employed,M,Suburban,Single,Personal Auto,3,Web,SUV,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,Web,Four-Door Car,Small
Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,1,Branch,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Agent,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,Small
Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,1,Call Center,Two-Door Car,Small
California,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,3,Agent,SUV,Large
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,Branch,Luxury,Small
Nevada,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,1,Branch,SUV,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,2,Web,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Medical Leave,F,Suburban,Single,Personal Auto,2,Branch,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,Branch,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,2,Call Center,SUV,Medsize
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,Web,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,Call Center,Two-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Agent,Luxury,Medsize
California,No,Basic,Postgraduate,Disabled,M,Suburban,Married,Corporate Auto,1,Agent,Luxury,Large
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Rural,Married,Personal Auto,4,Agent,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,F,Urban,Married,Corporate Auto,3,Call Center,Four-Door Car,Medsize
California,Yes,Premium,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,1,Branch,Two-Door Car,Medsize
California,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,3,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,Small
California,No,Extended,Undergraduate,Employed,M,Rural,Single,Personal Auto,4,Branch,Four-Door Car,Medsize
California,No,Premium,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize
California,No,Basic,Undergraduate,Disabled,F,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,2,Call Center,SUV,Small
California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,Small
California,No,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,1,Branch,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,Agent,SUV,Small
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Agent,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,1,Web,SUV,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,1,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,4,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,Call Center,Luxury,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,Agent,Two-Door Car,Large
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,Call Center,Luxury,Large
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,Web,Four-Door Car,Small
California,No,Extended,Postgraduate,Medical Leave,F,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Two-Door Car,Medsize
California,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,1,Agent,SUV,Medsize
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Corporate Auto,2,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Medical Leave,F,Suburban,Married,Corporate Auto,2,Branch,Four-Door Car,Large
California,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,4,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,Large
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,4,Web,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,4,Call Center,SUV,Small
California,No,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,2,Agent,SUV,Medsize
California,No,Extended,Undergraduate,Employed,M,Urban,Married,Corporate Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,Call Center,Two-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Small
California,Yes,Basic,High School or Below,Retired,F,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,4,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,3,Branch,SUV,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,2,Call Center,Two-Door Car,Medsize
California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,4,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,Web,Luxury,Small
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Web,Two-Door Car,Large
California,No,Extended,Undergraduate,Employed,F,Urban,Single,Personal Auto,4,Web,Two-Door Car,Medsize
California,Yes,Extended,Undergraduate,Medical Leave,F,Suburban,Married,Personal Auto,2,Agent,SUV,Small
California,No,Basic,Undergraduate,Employed,M,Rural,Single,Personal Auto,2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,1,Branch,Four-Door Car,Medsize
